,Ticker,Market Cap,Num Trades,Success Rate,Avg Return
297,MCO,large,30,0.6333333333333333,0.029450876907990146
298,MS,large,23,0.6086956521739131,0.019466708495415617
299,MSI,large,37,0.6216216216216216,0.025020405513894468
300,NDAQ,large,38,0.631578947368421,0.015161854222974853
301,NOV,large,31,0.41935483870967744,-0.02903795132487234
302,NAVI,mid,32,0.5,0.0030768295639333997
303,NTAP,large,29,0.5172413793103449,0.04227175903559958
304,NFLX,large,29,0.4827586206896552,0.06740264359951219
305,NWL,large,32,0.65625,0.0022108924809786275
306,NFX,mid,21,0.5238095238095238,-0.028146117747183404
307,NEM,large,39,0.5897435897435898,0.023053022764381044
308,NWSA,mid,33,0.6363636363636364,0.031734438227920506
309,NWS,mid,35,0.6285714285714286,0.033521698441986957
310,NEE,large,38,0.6578947368421053,0.020514629317176264
311,NLSN,large,39,0.38461538461538464,-0.0045088850638372886
312,NKE,large,27,0.5185185185185185,0.029665246790856088
313,NI,mid,38,0.5789473684210527,0.0002148228935371836
314,JWN,mid,28,0.6071428571428571,0.022874040247582095
315,NSC,large,27,0.7037037037037037,0.04322431118138921
316,NTRS,large,31,0.6129032258064516,0.012304747266587607
317,NOC,large,38,0.5526315789473685,0.012945253483099854
318,NCLH,large,29,0.6206896551724138,0.008414680395692525
319,NRG,mid,34,0.6176470588235294,0.03776196910487979
320,NUE,large,28,0.5714285714285714,0.014486016950790102
321,NVDA,large,27,0.7037037037037037,0.10701373270158478
322,ORLY,large,34,0.5294117647058824,0.018878835909588637
323,OXY,large,31,0.4838709677419355,-0.03358687459632331
324,OMC,large,44,0.38636363636363635,-0.0036712685422560644
325,OKE,large,28,0.5357142857142857,0.033575076044641716
326,ORCL,mega,32,0.5,0.003396077850624585
327,PCAR,large,39,0.5384615384615384,0.014109054531386143
328,PKG,large,36,0.5555555555555556,0.0207544430642317
329,PH,large,24,0.7083333333333334,0.04394762149452978
330,PDCO,mid,27,0.5925925925925926,0.002749991093319596
