,Symbol,Start Date,End Date,Buy Price,Sell Price,Change,Market Cap
4,CVS,2017-08-24,2017-11-24,67.78142547607422,63.84724807739258,-0.058042116568798686,Large
5,CVS,2017-11-27,2017-12-29,63.71150588989258,65.61197662353516,0.02982931743799946,Large
6,CVS,2018-01-05,2018-04-16,70.99668884277344,60.19180679321289,-0.15218853478489155,Large
7,CVS,2018-04-17,2018-06-07,61.11153793334961,59.661285400390625,-0.02373123933717199,Large
8,CVS,2018-06-14,2018-10-09,63.42338562011719,73.49263000488281,0.15876232853724814,Large
9,CVS,2018-10-11,2019-02-05,67.66796112060547,61.60087585449219,-0.08965964343598055,Large
10,CVS,2019-02-13,2019-04-18,63.58951950073242,49.36888122558594,-0.22363179320741197,Large
11,CVS,2019-05-01,2019-06-06,54.293453216552734,51.24399948120117,-0.05616614075344648,Large
12,CVS,2019-06-19,2019-06-20,51.98268127441406,51.01671600341797,-0.01858244413936268,Large
13,CVS,2019-07-12,2019-08-01,54.50179672241211,52.907386779785156,-0.029254263868539646,Large
14,CVS,2019-08-08,2019-10-01,56.414161682128906,59.576942443847656,0.056063595866934025,Large
15,CVS,2019-10-08,2019-12-12,57.69456481933594,71.49431610107422,0.23918633106863108,Large
16,CVS,2019-12-23,2019-12-24,71.60983276367188,71.73500061035156,0.0017479142437431573,Large
17,CVS,2020-01-16,2020-04-07,73.21764373779297,55.1214714050293,-0.2471558958871947,Large
18,CVS,2020-04-15,2020-05-06,58.69801330566406,59.042606353759766,0.005870608367974383,Large
19,CVS,2020-05-22,2020-07-08,61.896514892578125,61.710811614990234,-0.0030002218688754945,Large
20,CVS,2020-09-01,2020-10-02,59.37568283081055,56.96244430541992,-0.0406435498563795,Large
21,CVS,2020-10-16,2020-10-19,58.69603729248047,57.898189544677734,-0.013592872442599229,Large
22,CVS,2020-10-29,2021-02-16,55.558372497558594,70.52999877929688,0.2694756093223606,Large
0,DHI,2016-04-14,2016-05-25,29.536752700805664,28.81472396850586,-0.024445095221321,Large
1,DHI,2016-05-26,2016-06-21,28.852455139160156,29.24860191345215,0.013730088908597582,Large
2,DHI,2016-07-01,2016-08-24,30.040882110595703,30.890840530395508,0.02829339087549684,Large
3,DHI,2016-09-09,2016-10-05,28.574262619018555,28.4418888092041,-0.004632623825832248,Large
4,DHI,2016-10-14,2016-11-04,27.307235717773438,27.184316635131836,-0.004501337444478034,Large
5,DHI,2016-11-11,2016-11-17,25.84164810180664,27.014118194580078,0.04537133576598266,Large
6,DHI,2016-11-23,2017-01-11,27.336225509643555,27.14646339416504,-0.006941781900781151,Large
7,DHI,2017-01-23,2017-03-28,27.269811630249023,31.673974990844727,0.16150325569944118,Large
8,DHI,2017-05-02,2017-05-17,30.731464385986328,31.3808650970459,0.021131460021010247,Large
9,DHI,2017-05-22,2017-05-31,32.38359069824219,31.218509674072266,-0.03597751203769888,Large
10,DHI,2017-07-10,2017-08-03,35.496856689453125,34.694664001464844,-0.022598978129424904,Large
11,DHI,2017-08-24,2017-12-19,33.88002395629883,48.7665901184082,0.4393906622176909,Large
12,DHI,2018-01-03,2018-01-17,50.744136810302734,50.01456069946289,-0.014377545007164566,Large
13,DHI,2018-01-29,2018-03-23,46.38587188720703,41.68277359008789,-0.1013907490745308,Large
14,DHI,2018-04-10,2018-04-26,43.636959075927734,43.771728515625,0.0030884241833343284,Large
15,DHI,2018-05-15,2018-06-20,39.176605224609375,40.335105895996094,0.02957123683240908,Large
16,DHI,2018-06-21,2018-07-13,39.8813591003418,40.03582763671875,0.0038732014119255346,Large
17,DHI,2018-07-18,2018-07-26,41.75426483154297,42.32386016845703,0.013641608568899186,Large
18,DHI,2018-07-27,2018-08-22,42.38178634643555,44.24586868286133,0.04398309974922888,Large
19,DHI,2018-08-24,2018-09-06,43.529415130615234,43.345458984375,-0.0042260192490124636,Large
